transaction_i_d,customer_i_d,product_segment,region_assignment,sales_channel,units_demanded,unit_price_u_s_d,discount_decimal,tax_rate,shipping_fee,order_open_date,order_close_date,customer_age,lead_source,priority_status,warehouse_code,return_requested,manager_review
TXN-10162,CUST-1081,Smart Watch V2,East,Retail,3.0,778.56,0.01,0.08,21.59,2025-03-17,2025-03-25,39,Social Media,Medium,WH-3,False,Rejected
TXN-10163,CUST-1498,Smartphone X,South,Retail,8.0,666.14,0.29,0.08,20.49,2025-09-01,2025-09-04,69,Web Search,Low,WH-3,True,Rejected
TXN-10164,CUST-1246,Tablet Ultra,South,Online,8.0,153.83,0.22,0.08,31.39,2025-08-22,2025-09-10,44,Web Search,Low,WH-2,True,Approved
TXN-10165,CUST-1196,Smartphone X,East,Wholesale,6.0,1010.6,0.09,0.08,22.68,2025-04-10,2025-04-23,38,Web Search,Low,WH-1,True,Pending
TXN-10166,CUST-1033,Wireless Headphones,North,Online,5.0,418.9,0.25,0.08,30.93,2025-09-11,2025-09-16,55,Web Search,High,WH-2,True,Approved
TXN-10167,CUST-1174,Smart Watch V2,West,Wholesale,6.0,264.5,0.08,0.08,7.46,2025-12-02,2025-12-06,68,Web Search,Medium,WH-1,True,Pending
TXN-10168,CUST-1106,Smart Watch V2,South,Wholesale,1.0,96.89,0.26,0.08,37.55,2025-08-06,2025-08-23,52,Social Media,Urgent,WH-3,False,Pending
TXN-10169,CUST-1416,Wireless Headphones,South,Retail,3.0,729.53,0.03,0.08,42.62,2025-08-26,2025-09-03,37,Web Search,Medium,WH-5,True,Rejected
TXN-10170,CUST-1355,Smartphone X,North,Retail,8.0,829.2,0.21,0.08,30.95,2025-03-04,2025-03-19,26,Email Campaign,Medium,WH-5,True,Approved
TXN-10171,CUST-1302,Tablet Ultra,North,Retail,2.0,69.08,0.16,0.08,43.18,2025-12-08,2025-12-26,39,Referral,Medium,WH-2,True,Rejected
TXN-10172,CUST-1220,Smart Watch V2,South,Online,5.0,638.91,0.03,0.08,11.06,2025-11-01,2025-11-16,65,Email Campaign,Medium,WH-3,False,Rejected
TXN-10173,CUST-1401,Wireless Headphones,North,Online,6.0,310.47,0.07,0.08,24.1,2025-11-10,2025-11-27,35,Web Search,Low,WH-5,False,Approved
TXN-10174,CUST-1222,Wireless Headphones,East,Online,7.0,791.95,0.0,0.08,29.07,2025-08-07,2025-08-25,39,Web Search,Medium,WH-3,False,Pending
TXN-10175,CUST-1290,Smartphone X,South,Online,2.0,250.52,0.14,0.08,28.27,2025-08-17,2025-09-02,45,Social Media,Medium,WH-5,False,Pending
TXN-10176,CUST-1403,Wireless Headphones,East,Online,9.0,844.58,0.09,0.08,21.06,2025-08-19,2025-08-27,68,Web Search,Medium,WH-1,False,Approved
TXN-10177,CUST-1175,Tablet Ultra,East,Wholesale,9.0,494.75,0.18,0.08,18.52,2025-11-23,2025-12-10,68,Web Search,Medium,WH-4,True,Approved
TXN-10178,CUST-1278,Smart Watch V2,South,Online,4.0,1127.24,0.09,0.08,10.07,2025-09-06,2025-09-15,57,Referral,Medium,WH-2,True,Pending
TXN-10179,CUST-1355,Tablet Ultra,East,Online,4.0,208.15,0.09,0.08,20.67,2025-08-14,2025-08-24,50,Email Campaign,Medium,WH-3,True,Rejected
TXN-10180,CUST-1120,Smartphone X,West,Online,6.0,442.23,0.22,0.08,11.51,2025-05-01,2025-05-12,57,Web Search,Low,WH-2,True,Rejected
TXN-10181,CUST-1088,Smartphone X,East,Online,3.0,180.49,0.01,0.08,34.37,2025-10-04,2025-10-09,23,Web Search,Medium,WH-1,True,Rejected
TXN-10182,CUST-1339,Tablet Ultra,North,Online,9.0,1113.4,0.27,0.08,13.35,2025-04-29,2025-05-04,45,Email Campaign,Urgent,WH-2,True,Rejected
TXN-10183,CUST-1342,Premium Laptop,North,Online,9.0,1058.94,0.26,0.08,7.34,2025-12-28,2026-01-11,19,Referral,Medium,WH-1,True,Approved
TXN-10184,CUST-1039,Tablet Ultra,East,Wholesale,4.0,346.63,0.2,0.08,27.09,2025-07-28,2025-08-12,72,Social Media,Medium,WH-5,True,Approved
TXN-10185,CUST-1378,Wireless Headphones,East,Online,9.0,808.98,0.18,0.08,28.81,2025-08-01,2025-08-15,28,Web Search,Urgent,WH-4,False,Pending
TXN-10186,CUST-1476,Smart Watch V2,East,Online,3.0,989.81,0.27,0.08,39.88,2025-07-19,2025-08-07,69,Social Media,Medium,WH-4,True,Approved
TXN-10187,CUST-1364,Smart Watch V2,East,Retail,3.0,688.48,0.06,0.08,28.08,2025-12-23,2026-01-11,58,Referral,High,WH-4,False,Pending
TXN-10188,CUST-1293,Smart Watch V2,North,Online,10.0,659.1,0.02,0.08,18.82,2025-07-14,2025-07-26,59,Email Campaign,Medium,WH-3,False,Pending
TXN-10189,CUST-1428,Smart Watch V2,North,Retail,3.0,328.13,0.07,0.08,37.12,2025-06-02,2025-06-16,22,Web Search,High,WH-5,False,Approved
TXN-10190,CUST-1249,Premium Laptop,South,Online,10.0,157.07,0.24,0.08,26.61,2025-10-03,2025-10-21,26,Web Search,Low,WH-4,False,Rejected
TXN-10191,CUST-1058,Tablet Ultra,West,Retail,4.0,1081.8,0.01,0.08,8.17,2025-11-05,2025-11-21,70,Web Search,Medium,WH-4,True,Rejected
TXN-10192,CUST-1303,Smartphone X,East,Retail,7.0,1085.48,0.17,0.08,27.63,2025-04-23,2025-05-09,70,Social Media,Medium,WH-3,False,Pending
TXN-10193,CUST-1305,Wireless Headphones,West,Online,9.0,778.07,0.3,0.08,41.32,2025-01-15,2025-01-28,38,Web Search,Medium,WH-5,False,Pending
TXN-10194,CUST-1237,Smartphone X,East,Retail,8.0,439.88,0.26,0.08,20.85,2025-03-26,2025-03-31,22,Email Campaign,High,WH-3,True,Rejected
TXN-10195,CUST-1166,Premium Laptop,West,Online,3.0,451.59,0.16,0.08,16.85,2025-11-15,2025-11-28,38,Referral,Medium,WH-1,False,Pending
TXN-10196,CUST-1284,Wireless Headphones,South,Retail,5.0,884.85,0.02,0.08,10.74,2025-10-31,2025-11-01,20,Referral,Low,WH-3,True,Rejected
TXN-10197,CUST-1049,Wireless Headphones,West,Retail,5.0,1081.68,0.25,0.08,11.06,2025-02-12,2025-02-17,58,Web Search,Low,WH-1,True,Approved
TXN-10198,CUST-1420,Smartphone X,North,Wholesale,5.0,1070.15,0.18,0.08,22.31,2025-08-25,2025-09-03,53,Web Search,High,WH-5,True,Rejected
TXN-10199,CUST-1227,Premium Laptop,North,Online,10.0,946.86,0.03,0.08,28.83,2025-07-14,2025-07-29,61,Web Search,Medium,WH-4,True,Pending
TXN-10200,CUST-1090,Smart Watch V2,East,Online,2.0,788.34,0.03,0.08,8.22,2025-06-17,2025-06-30,37,Email Campaign,Medium,WH-3,True,Pending
TXN-10201,CUST-1157,Premium Laptop,West,Online,7.0,146.76,0.27,0.08,42.58,2025-05-23,2025-06-06,51,Social Media,High,WH-5,False,Pending
TXN-10202,CUST-1489,Premium Laptop,North,Online,8.0,235.87,0.2,0.08,35.21,2025-05-10,2025-05-26,42,Web Search,Urgent,WH-2,True,Approved
TXN-10203,CUST-1207,Smartphone X,South,Wholesale,4.0,1083.34,0.25,0.08,28.46,2025-01-10,2025-01-12,57,Email Campaign,Low,WH-2,True,Pending
TXN-10204,CUST-1035,Wireless Headphones,North,Online,3.0,747.39,0.26,0.08,38.14,2025-06-29,2025-07-02,49,Referral,Medium,WH-1,False,Approved
TXN-10205,CUST-1306,Wireless Headphones,East,Retail,7.0,60.58,0.17,0.08,8.21,2025-11-30,2025-12-01,72,Email Campaign,Urgent,WH-5,True,Rejected
TXN-10206,CUST-1055,Smartphone X,South,Retail,4.0,166.69,0.16,0.08,24.07,2025-05-07,2025-05-08,32,Web Search,Low,WH-5,True,Rejected
TXN-10207,CUST-1350,Smart Watch V2,South,Online,2.0,813.03,0.13,0.08,30.2,2025-11-15,2025-11-20,75,Web Search,Medium,WH-2,True,Approved
TXN-10208,CUST-1416,Wireless Headphones,South,Retail,5.0,55.82,0.1,0.08,38.15,2025-08-31,2025-09-19,46,Email Campaign,Medium,WH-5,True,Pending
TXN-10209,CUST-1305,Smartphone X,South,Wholesale,7.0,234.93,0.13,0.08,36.34,2025-04-22,2025-05-01,36,Web Search,Medium,WH-3,True,Rejected
TXN-10210,CUST-1394,Smart Watch V2,West,Online,10.0,681.04,0.23,0.08,16.08,2025-07-08,2025-07-28,27,Social Media,Medium,WH-5,True,Approved
TXN-10211,CUST-1419,Smartphone X,South,Retail,3.0,845.68,0.18,0.08,42.64,2025-02-28,2025-03-06,26,Referral,High,WH-4,True,Rejected
TXN-10212,CUST-1194,Tablet Ultra,East,Wholesale,3.0,799.76,0.27,0.08,9.97,2025-06-09,2025-06-10,50,Web Search,High,WH-5,False,Pending
TXN-10213,CUST-1167,Smartphone X,North,Online,6.0,307.91,0.13,0.08,40.01,2025-06-09,2025-06-22,63,Email Campaign,Medium,WH-3,True,Pending
TXN-10214,CUST-1253,Smartphone X,South,Wholesale,5.0,869.01,0.18,0.08,43.84,2025-07-23,2025-07-30,41,Referral,Medium,WH-1,True,Approved
TXN-10215,CUST-1330,Wireless Headphones,North,Online,9.0,322.84,0.19,0.08,12.09,2025-02-08,2025-02-16,22,Referral,Urgent,WH-5,False,Pending
TXN-10216,CUST-1338,Smart Watch V2,West,Retail,10.0,424.21,0.18,0.08,33.88,2025-02-22,2025-03-04,69,Web Search,Urgent,WH-4,True,Pending
TXN-10217,CUST-1031,Smartphone X,North,Retail,8.0,908.47,0.21,0.08,6.61,2025-12-17,2025-12-21,63,Web Search,Medium,WH-2,True,Approved
TXN-10218,CUST-1046,Tablet Ultra,East,Retail,2.0,797.08,0.07,0.08,21.22,2025-10-17,2025-10-29,70,Web Search,High,WH-2,False,Pending
TXN-10219,CUST-1111,Smartphone X,East,Retail,10.0,1026.61,0.15,0.08,25.65,2025-09-30,2025-10-12,26,Referral,Urgent,WH-2,True,Approved
TXN-10220,CUST-1418,Wireless Headphones,West,Retail,2.0,806.25,0.03,0.08,28.23,2025-02-05,2025-02-16,22,Web Search,Urgent,WH-2,False,Rejected
TXN-10221,CUST-1071,Wireless Headphones,West,Online,6.0,703.55,0.12,0.08,42.44,2025-01-07,2025-01-23,56,Web Search,Low,WH-4,False,Pending
TXN-10222,CUST-1454,Smart Watch V2,South,Wholesale,1.0,157.73,0.15,0.08,31.89,2025-02-24,2025-03-08,71,Web Search,Medium,WH-1,True,Approved
TXN-10223,CUST-1297,Tablet Ultra,East,Wholesale,5.0,472.87,0.2,0.08,24.25,2025-11-22,2025-12-07,58,Referral,Low,WH-3,False,Rejected
TXN-10224,CUST-1462,Smart Watch V2,North,Online,8.0,354.98,0.29,0.08,37.39,2025-12-29,2026-01-04,23,Social Media,Low,WH-5,True,Rejected
TXN-10225,CUST-1386,Tablet Ultra,West,Wholesale,3.0,330.59,0.18,0.08,43.02,2025-09-25,2025-10-04,65,Referral,Medium,WH-4,True,Rejected
TXN-10226,CUST-1325,Smartphone X,North,Retail,8.0,1168.96,0.22,0.08,5.88,2025-11-12,2025-11-30,28,Web Search,High,WH-5,True,Rejected
TXN-10227,CUST-1414,Smartphone X,East,Retail,4.0,1820.19,0.15,0.08,-15.618750000000006,2025-09-05,2025-09-24,44,Web Search,High,WH-3,True,Pending
TXN-10228,CUST-1000,Smartphone X,South,Online,2.0,1075.85,0.19,0.08,8.45,2025-05-18,2025-05-26,28,Web Search,Urgent,WH-2,False,Rejected
TXN-10229,CUST-1387,Tablet Ultra,West,Online,10.0,775.81,0.02,0.08,37.58,2025-02-14,2025-03-01,53,Social Media,Medium,WH-4,False,Pending
TXN-10230,CUST-1075,Wireless Headphones,North,Online,6.0,964.03,0.08,0.08,16.21,2025-05-05,2025-05-24,19,Referral,Medium,WH-4,False,Pending
TXN-10231,CUST-1338,Smart Watch V2,West,Retail,8.0,628.03,0.11,0.08,10.29,2025-11-09,2025-11-20,67,Email Campaign,Low,WH-4,False,Rejected
TXN-10232,CUST-1076,Smart Watch V2,East,Online,7.0,713.44,0.14,0.08,22.59,2025-01-15,2025-01-26,51,Web Search,High,WH-3,True,Approved
TXN-10233,CUST-1231,Wireless Headphones,West,Retail,2.0,616.4,0.01,0.08,30.76,2025-04-04,2025-04-16,60,Web Search,Medium,WH-5,True,Approved
TXN-10234,CUST-1272,Premium Laptop,East,Wholesale,5.0,274.53,0.04,0.08,20.24,2025-05-13,2025-06-02,68,Social Media,Medium,WH-2,True,Rejected
TXN-10235,CUST-1149,Smart Watch V2,South,Retail,5.0,880.82,0.08,0.08,7.18,2025-12-26,2026-01-13,40,Email Campaign,Urgent,WH-1,True,Pending
TXN-10236,CUST-1199,Wireless Headphones,South,Retail,9.0,372.89,0.29,0.08,28.98,2025-01-06,2025-01-13,38,Email Campaign,Low,WH-4,True,Rejected
TXN-10237,CUST-1315,Smartphone X,East,Wholesale,5.0,77.96,0.1,0.08,41.1,2025-02-13,2025-02-27,41,Email Campaign,Medium,WH-2,True,Pending
TXN-10238,CUST-1295,Wireless Headphones,South,Online,2.0,792.29,0.14,0.08,20.33,2025-09-08,2025-09-16,35,Email Campaign,High,WH-1,True,Pending
TXN-10239,CUST-1228,Smart Watch V2,North,Wholesale,15.5,253.68,0.06,0.08,13.65,2025-12-20,2026-01-05,42,Social Media,Medium,WH-4,True,Pending
TXN-10240,CUST-1100,Smart Watch V2,East,Wholesale,4.0,1131.53,0.18,0.08,22.7,2025-08-18,2025-08-21,54,Web Search,Medium,WH-4,False,Approved
TXN-10241,CUST-1105,Tablet Ultra,West,Retail,4.0,1147.02,0.08,0.08,6.93,2025-05-31,2025-06-08,38,Web Search,Medium,WH-2,True,Pending
TXN-10242,CUST-1348,Wireless Headphones,East,Online,5.0,1102.09,0.06,0.08,37.82,2025-06-06,2025-06-18,23,Web Search,Urgent,WH-5,False,Rejected
TXN-10243,CUST-1449,Smartphone X,East,Wholesale,8.0,475.68,0.15,0.08,38.05,2025-08-31,2025-09-12,67,Referral,Urgent,WH-2,True,Approved
TXN-10244,CUST-1162,Wireless Headphones,South,Wholesale,10.0,67.78,0.0,0.08,28.52,2025-08-06,2025-08-24,65,Referral,High,WH-1,True,Pending
TXN-10245,CUST-1153,Smart Watch V2,South,Online,9.0,1117.57,0.0,0.08,19.12,2025-06-19,2025-07-04,75,Email Campaign,Medium,WH-3,False,Pending
TXN-10246,CUST-1291,Wireless Headphones,South,Online,7.0,542.41,0.07,0.08,36.99,2025-05-19,2025-05-27,33,Email Campaign,High,WH-1,True,Pending
TXN-10247,CUST-1406,Wireless Headphones,West,Retail,5.0,1161.65,0.01,0.08,27.19,2025-03-03,2025-03-14,43,Referral,Urgent,WH-5,False,Approved
TXN-10248,CUST-1467,Premium Laptop,South,Retail,2.0,1158.16,0.03,0.08,38.04,2025-03-03,2025-03-09,73,Web Search,Low,WH-1,True,Pending
TXN-10249,CUST-1347,Premium Laptop,North,Wholesale,2.0,1030.96,0.1,0.08,30.26,2025-04-09,2025-04-25,46,Referral,Medium,WH-4,True,Pending
TXN-10250,CUST-1155,Premium Laptop,North,Wholesale,4.0,388.62,0.24,0.08,36.38,2025-05-22,2025-06-08,59,Email Campaign,Urgent,WH-5,False,Approved
TXN-10251,CUST-1470,Tablet Ultra,West,Retail,10.0,492.86,0.17,0.08,28.94,2025-11-02,2025-11-06,22,Social Media,Medium,WH-5,True,Rejected
TXN-10252,CUST-1482,Wireless Headphones,North,Online,7.0,1028.81,0.15,0.08,21.57,2025-04-10,2025-04-22,31,Email Campaign,Urgent,WH-2,False,Rejected
TXN-10253,CUST-1479,Smart Watch V2,North,Retail,1.0,414.46,0.09,0.08,43.32,2025-04-02,2025-04-20,68,Web Search,Low,WH-3,False,Approved
TXN-10254,CUST-1222,Wireless Headphones,West,Online,8.0,244.92,0.28,0.08,26.64,2025-03-06,2025-03-08,31,Referral,Urgent,WH-2,True,Approved
TXN-10255,CUST-1367,Wireless Headphones,North,Wholesale,10.0,690.32,0.12,0.08,29.2,2025-10-11,2025-10-16,59,Social Media,Low,WH-4,True,Approved
TXN-10256,CUST-1468,Smartphone X,East,Retail,1.0,1126.58,0.03,0.08,13.82,2025-11-23,2025-12-09,29,Social Media,Medium,WH-3,True,Rejected
TXN-10257,CUST-1176,Tablet Ultra,West,Online,7.0,850.43,0.19,0.08,30.03,2025-02-22,2025-03-13,19,Web Search,Medium,WH-3,True,Rejected
TXN-10258,CUST-1045,Smart Watch V2,North,Retail,1.0,705.57,0.03,0.08,27.86,2025-05-26,2025-06-10,29,Email Campaign,Urgent,WH-5,False,Pending
TXN-10259,CUST-1298,Smart Watch V2,North,Retail,3.0,161.75,0.1,0.08,12.39,2025-06-24,2025-06-26,54,Email Campaign,Low,WH-3,False,Pending
TXN-10260,CUST-1004,Premium Laptop,West,Retail,5.0,757.26,0.15,0.08,7.38,2025-05-10,2025-05-26,31,Web Search,Urgent,WH-4,False,Approved
TXN-10261,CUST-1313,Smart Watch V2,West,Retail,7.0,1188.56,0.26,0.08,29.17,2025-02-28,2025-03-13,74,Web Search,High,WH-5,False,Rejected
TXN-10262,CUST-1261,Wireless Headphones,North,Online,8.0,211.1,0.15,0.08,35.55,2025-09-09,2025-09-11,24,Referral,Medium,WH-5,True,Rejected
TXN-10263,CUST-1206,Wireless Headphones,South,Retail,5.0,646.08,0.21,0.08,25.94,2025-03-19,2025-04-07,69,Referral,High,WH-5,True,Pending
TXN-10264,CUST-1433,Smartphone X,North,Online,6.0,1058.98,0.3,0.08,14.07,2025-06-05,2025-06-13,72,Social Media,Medium,WH-1,True,Approved
TXN-10265,CUST-1065,Tablet Ultra,West,Retail,4.0,901.88,0.04,0.08,31.66,2025-03-02,2025-03-16,58,Email Campaign,Urgent,WH-4,False,Pending
TXN-10266,CUST-1436,Wireless Headphones,South,Retail,1.0,851.57,0.08,0.08,8.2,2025-11-07,2025-11-27,53,Referral,High,WH-2,True,Pending
TXN-10267,CUST-1150,Tablet Ultra,North,Retail,5.0,857.86,0.12,0.08,22.67,2025-04-26,2025-05-09,33,Social Media,Urgent,WH-2,False,Rejected
TXN-10268,CUST-1031,Smartphone X,South,Online,3.0,463.41,0.13,0.08,11.53,2025-08-19,2025-08-29,38,Social Media,Medium,WH-2,True,Rejected
TXN-10269,CUST-1189,Smart Watch V2,South,Online,9.0,387.63,0.12,0.08,12.38,2025-10-29,2025-11-08,62,Social Media,High,WH-4,True,Rejected
TXN-10270,CUST-1461,Wireless Headphones,North,Online,7.0,980.77,0.27,0.08,13.09,2025-10-19,2025-11-08,68,Web Search,High,WH-2,True,Rejected
TXN-10271,CUST-1281,Smart Watch V2,South,Wholesale,3.0,981.63,0.21,0.08,20.47,2025-02-20,2025-02-27,75,Web Search,Medium,WH-2,True,Pending
TXN-10272,CUST-1495,Premium Laptop,East,Retail,2.0,1047.13,0.18,0.08,7.05,2025-11-17,2025-11-20,38,Web Search,Medium,WH-4,True,Rejected
TXN-10273,CUST-1027,Wireless Headphones,East,Wholesale,10.0,1100.23,0.09,0.08,20.91,2025-03-22,2025-04-09,37,Email Campaign,Medium,WH-1,True,Pending
TXN-10274,CUST-1000,Smartphone X,South,Retail,4.0,638.04,0.25,0.08,25.47,2025-02-08,2025-02-22,25,Social Media,Medium,WH-4,True,Rejected
TXN-10275,CUST-1360,Smart Watch V2,North,Online,5.0,626.74,0.29,0.08,24.33,2025-08-19,2025-09-04,59,Social Media,Low,WH-5,False,Pending
TXN-10276,CUST-1286,Smart Watch V2,South,Online,2.0,968.04,0.25,0.08,20.31,2025-05-30,2025-06-09,65,Email Campaign,Low,WH-5,True,Pending
TXN-10277,CUST-1420,Smart Watch V2,East,Online,6.0,797.46,0.0,0.08,38.57,2025-12-28,2026-01-12,32,Referral,Medium,WH-5,False,Pending
TXN-10278,CUST-1183,Wireless Headphones,West,Retail,3.0,857.26,0.19,0.08,10.81,2025-02-06,2025-02-15,43,Web Search,Low,WH-1,False,Rejected
TXN-10279,CUST-1056,Smart Watch V2,West,Retail,4.0,965.16,0.02,0.08,25.23,2025-11-17,2025-11-24,19,Email Campaign,High,WH-2,True,Rejected
TXN-10280,CUST-1440,Smartphone X,South,Online,8.0,1073.51,0.08,0.08,7.48,2025-08-06,2025-08-14,34,Referral,Medium,WH-2,True,Rejected
TXN-10281,CUST-1144,Smartphone X,East,Wholesale,8.0,438.69,0.02,0.08,7.85,2025-11-28,2025-12-07,54,Email Campaign,Medium,WH-2,True,Rejected
TXN-10282,CUST-1443,Wireless Headphones,East,Online,3.0,481.92,0.18,0.08,27.95,2025-03-14,2025-03-20,67,Referral,High,WH-4,False,Pending
TXN-10283,CUST-1015,Smartphone X,South,Online,6.0,158.08,0.21,0.08,27.64,2025-06-07,2025-06-26,63,Referral,High,WH-5,True,Pending
TXN-10284,CUST-1120,Wireless Headphones,West,Online,5.0,715.02,0.03,0.08,40.12,2025-05-28,2025-06-12,29,Email Campaign,Low,WH-1,False,Approved
TXN-10285,CUST-1221,Smart Watch V2,North,Online,9.0,91.33,0.12,0.08,27.31,2025-12-19,2026-01-01,56,Web Search,Medium,WH-1,False,Pending
TXN-10286,CUST-1359,Wireless Headphones,East,Online,9.0,585.44,0.14,0.08,43.39,2025-05-20,2025-06-05,73,Email Campaign,Low,WH-4,True,Rejected
TXN-10287,CUST-1302,Smart Watch V2,North,Online,9.0,674.04,0.11,0.08,6.95,2025-08-13,2025-08-15,18,Email Campaign,Low,WH-3,True,Approved
TXN-10288,CUST-1201,Premium Laptop,West,Online,7.0,379.52,0.04,0.08,8.92,2025-08-10,2025-08-30,29,Email Campaign,High,WH-3,True,Pending
TXN-10289,CUST-1320,Premium Laptop,West,Wholesale,2.0,729.46,0.13,0.08,6.76,2025-05-09,2025-05-17,28,Web Search,Low,WH-5,True,Rejected
TXN-10290,CUST-1162,Smartphone X,East,Online,2.0,85.08,0.23,0.08,12.41,2025-12-12,2025-12-31,33,Social Media,High,WH-4,False,Rejected
TXN-10291,CUST-1364,Smart Watch V2,South,Retail,7.0,92.95,0.02,0.08,26.65,2025-10-28,2025-11-06,56,Web Search,Low,WH-1,True,Approved
TXN-10292,CUST-1195,Smartphone X,North,Wholesale,3.0,995.99,0.02,0.08,30.82,2025-10-23,2025-10-29,51,Referral,Medium,WH-5,False,Pending
TXN-10293,CUST-1207,Premium Laptop,South,Online,9.0,464.22,0.11,0.08,6.82,2025-08-29,2025-09-13,64,Email Campaign,Medium,WH-3,False,Rejected
TXN-10294,CUST-1195,Smart Watch V2,East,Online,3.0,196.12,0.28,0.08,42.84,2025-05-23,2025-06-11,49,Social Media,High,WH-4,False,Approved
TXN-10295,CUST-1222,Tablet Ultra,East,Online,2.0,650.58,0.2,0.08,38.69,2025-08-12,2025-08-28,70,Web Search,Medium,WH-4,True,Approved
TXN-10296,CUST-1279,Wireless Headphones,North,Wholesale,5.0,935.49,0.2,0.08,16.86,2025-02-16,2025-03-02,55,Social Media,High,WH-5,False,Pending
TXN-10297,CUST-1108,Wireless Headphones,South,Online,2.0,298.19,0.11,0.08,8.09,2025-06-20,2025-06-24,51,Web Search,Low,WH-3,True,Rejected
TXN-10298,CUST-1339,Smartphone X,West,Online,4.0,766.32,0.18,0.08,11.8,2025-03-24,2025-04-09,27,Social Media,Medium,WH-3,True,Pending
TXN-10299,CUST-1088,Smartphone X,West,Retail,1.0,148.15,0.0,0.08,10.08,2025-05-28,2025-06-10,28,Email Campaign,High,WH-1,True,Approved
TXN-10300,CUST-1243,Smartphone X,East,Online,3.0,109.43,0.19,0.08,9.93,2025-10-09,2025-10-12,41,Web Search,Medium,WH-4,True,Approved
TXN-10301,CUST-1071,Tablet Ultra,East,Online,5.0,661.06,0.27,0.08,25.74,2025-06-11,2025-06-15,68,Referral,Urgent,WH-4,True,Approved
TXN-10302,CUST-1096,Smartphone X,South,Wholesale,5.0,671.73,0.18,0.08,14.83,2025-07-26,2025-07-27,21,Web Search,Urgent,WH-4,True,Approved
TXN-10303,CUST-1284,Smart Watch V2,East,Retail,4.0,783.04,0.26,0.08,19.33,2025-12-03,2025-12-18,29,Social Media,Medium,WH-3,True,Rejected
TXN-10304,CUST-1196,Wireless Headphones,North,Retail,4.0,885.01,0.22,0.08,44.58,2025-07-31,2025-08-17,28,Email Campaign,Urgent,WH-3,False,Pending
TXN-10305,CUST-1431,Smart Watch V2,South,Wholesale,4.0,1172.23,0.04,0.08,32.37,2025-07-05,2025-07-21,53,Email Campaign,Medium,WH-2,True,Rejected
TXN-10306,CUST-1473,Smart Watch V2,West,Wholesale,5.0,643.75,0.27,0.08,42.96,2025-11-17,2025-11-19,69,Email Campaign,Low,WH-5,True,Pending
TXN-10307,CUST-1184,Smartphone X,South,Online,1.0,421.4,0.02,0.08,10.7,2025-04-15,2025-04-20,74,Social Media,Urgent,WH-5,False,Approved
TXN-10308,CUST-1430,Wireless Headphones,West,Online,8.0,964.46,0.16,0.08,20.29,2025-05-28,2025-06-13,50,Web Search,Medium,WH-1,True,Pending
TXN-10309,CUST-1213,Smartphone X,North,Online,7.0,361.46,0.04,0.08,27.19,2025-03-04,2025-03-24,54,Social Media,Medium,WH-5,False,Pending
TXN-10310,CUST-1078,Wireless Headphones,North,Retail,10.0,554.82,0.0,0.08,8.07,2025-05-03,2025-05-13,61,Web Search,Low,WH-5,False,Pending
TXN-10311,CUST-1147,Wireless Headphones,East,Online,3.0,140.22,0.13,0.08,5.17,2025-10-10,2025-10-24,65,Web Search,Low,WH-5,False,Pending
TXN-10312,CUST-1446,Tablet Ultra,East,Online,10.0,79.15,0.09,0.08,31.82,2025-02-17,2025-02-21,74,Web Search,Medium,WH-1,True,Pending
TXN-10313,CUST-1343,Smartphone X,East,Online,10.0,1157.05,0.15,0.08,30.67,2025-08-25,2025-08-30,50,Social Media,Medium,WH-4,True,Pending
TXN-10314,CUST-1064,Smart Watch V2,South,Online,7.0,1011.38,0.17,0.08,21.43,2025-09-13,2025-09-23,33,Referral,High,WH-2,True,Rejected
TXN-10315,CUST-1068,Wireless Headphones,North,Wholesale,6.0,850.37,0.01,0.08,24.59,2025-09-18,2025-10-02,43,Social Media,Medium,WH-4,True,Pending
TXN-10316,CUST-1005,Smartphone X,East,Online,5.0,520.3,0.04,0.08,21.62,2025-09-05,2025-09-13,69,Social Media,Medium,WH-5,False,Approved
TXN-10317,CUST-1036,Smart Watch V2,West,Online,6.0,249.29,0.17,0.08,5.96,2025-08-22,2025-09-04,66,Web Search,Medium,WH-1,False,Rejected
TXN-10318,CUST-1331,Smart Watch V2,West,Online,4.0,229.9,0.1,0.08,18.41,2025-04-08,2025-04-25,70,Web Search,Low,WH-3,True,Pending
TXN-10319,CUST-1008,Tablet Ultra,North,Online,6.0,337.78,0.22,0.08,12.08,2025-03-11,2025-03-20,30,Referral,Low,WH-5,True,Approved
TXN-10320,CUST-1073,Premium Laptop,South,Retail,3.0,681.61,0.2,0.08,8.94,2025-08-01,2025-08-18,28,Social Media,Medium,WH-1,False,Rejected
TXN-10321,CUST-1369,Premium Laptop,East,Wholesale,4.0,871.79,0.25,0.08,43.27,2025-05-17,2025-05-27,42,Social Media,High,WH-3,True,Rejected
TXN-10322,CUST-1453,Tablet Ultra,West,Retail,10.0,809.23,0.21,0.08,28.97,2025-06-02,2025-06-21,70,Referral,Medium,WH-4,True,Rejected
TXN-10323,CUST-1249,Smartphone X,West,Retail,9.0,1820.19,0.13,0.08,-15.618750000000006,2025-12-04,2025-12-09,68,Referral,Medium,WH-5,True,Pending
TXN-10324,CUST-1336,Smart Watch V2,East,Online,9.0,1148.1,0.2,0.08,17.61,2025-08-17,2025-08-29,25,Social Media,High,WH-1,True,Approved
